,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Name,sub_catagory,description,catagory
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,Kurkuri Dahi ,healthy,"Key Ingredients: curd, paneer, coriander seed, fresh coriander, milk powder, green chilli, salt, chilli flakes, corn flour, bread crumbs, oil for frying",
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,Gluten Free Polenta Halwa ,healthy,"Key Ingredients: gluten-free polenta, ghee, riped banana, dry fruits, nuts, milk, saffron",
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,Baked Ragi Chakli ,healthy,"Key Ingredients: ragi flour, besan flour, ginger, chili, garlic paste, salt, oil",
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,Escabeche ,healthy,"Key Ingredients: carrot, water chestnuts, coconut milk, pineapple, negi (welsh onion), red quinoa, himalayan salt, black pepper, sweet corn, coriander green, lemon, micro green",
25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,Almond And Cranberry Poha ,healthy,"Key Ingredients: almond flakes, onion, poha, cranberries (frozen/ dried), salt, oil, curry leaves, green chilies, fresh coconut",
26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,Seb Aur Badaam Ka Shorba ,healthy,"Key Ingredients: almond, ginger, white pepper powder , honey, jeera, cream, refined oil, shahijeera, saunf, cinnamon, salt, veg stock ",
27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,Almond And Raw Banana Galawat ,healthy,"Key Ingredients: almond slivers, raw banana (boiled), almond paste, cooking cream, refined oil, mace powder, cardamom powder , ginger garlic paste, garam masala powder, red chilli powder, salt, tempura batter",
28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,Baked Namakpara With Roasted Almond Dip ,healthy,"Key Ingredients: almonds (crushed), tomato, garlic cloves, basil sprig, lemon, salt, pepper, For namak para:, refined flour, sugar, salt, olive oil, water",
29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,Grilled Almond Barfi (Sugar Free) ,healthy,"Key Ingredients: khoya, sweetener (optional), almonds (crushed)",
30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,Checkerboard Cookies ,healthy,"Key Ingredients: Refined flour (maida), Sugar, Butter, Milk powder, Baking powder, Vanilla powder, Glucose powder, Caramel colour",
31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,Kesari Sabudana Khichdi ,healthy,"Key Ingredients: sabudana (before soaking), water, oil, cumin seeds, Curry leaves, ginger, green chillies, potatoes (cubed), saffron, peanuts (crushed), sendha namak (rock salt), sugar, lemon juice, coriander leaves, lemon wedges",
32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,Baked Shankarpali Recipe ,healthy,"Key Ingredients: Whole wheat flour (atta), Refined flour (maida), Garlic cloves (crushed), Salt, Red chilli powder, Chaat masala, Cumin powder, Tomato puree, Ghee",
33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,Baked Multigrain Murukku ,healthy,"Key Ingredients: Oats, Ragi flour (bhakri Atta), Wheat flour, Rice flour, Urad dal flour (dry roast and grind the dal to a fine powder), Cumin seeds, Green chillies, Ginger, Salt, Oil",
34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,Apple Rabdi ,healthy,"Key Ingredients: Apples, Milk, Sugar, Green cardamoms, Almonds (blanched), Pistachios (blanched)",
35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,Baked Namak Para ,healthy,"Key Ingredients: Whole wheat flour (atta), Refined flour (maida), Baking powder, Ghee, Salt, Carom seeds (ajwain)",
36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,Dates And Nuts Ladoo ,healthy,"Key Ingredients: dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)",
37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,Butter Scotch Cookies ,healthy,"Key Ingredients: maida, sugar, butter, skim milk powder, custard powder, milk, butter scotch chips (srushed)",
38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,Green Lentil Dessert Fudge ,healthy,"Key Ingredients: Whole moong beans, Cow ghee, Raisins, Whole milk, Jaggery (organic), Ground cardamom, Almonds (halved)",
39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,Cashew Nut Cookies ,healthy,"Key Ingredients: Cashew paste, Ghee, Khaand (a sweetening agent and a healthier substitute of sugar), Flax or chia seeds, Plain yogurt, Baking soda, Baking powder, Vanilla, Oats, Organic all-purpose flour ",
40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,Badam Ka Kahwa ,healthy,"Key Ingredients: Green tea bags, Almond slivers, Cardamom, Cinnamon, Cloves, Honey, Kesar",
41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,Almond Pearls ,healthy,"Key Ingredients: Toasted almonds, Blueberries, Oats, Corn flakes, Olive oil, Salt, Curry leaves, Mustard seeds, Cumin seeds, Red chilli powder, Turmeric powder, Black pepper powder, Ajwain, Lemon juice",
42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,Hawaiin Papaya Salad ,healthy,"Key Ingredients: papaya, Fresh lime (juiced), watermelon balls or small squares (seedless), fresh pineapple chunks, coconut (unsweetened), vanilla flavoured yogurt (low fat)",
43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,Vegetable Som Tam Salad ,healthy,"Key Ingredients: raw papaya, carrot, French bean diamond, cherry tomato, garlic, crush mix chilli, somtam dressing, peanuts (crushed), peanuts",
44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,Spinach And Feta Crepes ,healthy,"Key Ingredients: milk (whole fat or skimmed), flour, water, butter, honey, salt, vegetable oil, Extra butter (for crisping the crepe), spinach, feta cheese (crumbled), greek yogurt (whisked), honey",
45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,Couscous With Ratatouille - Tangy Tomato Sauce ,healthy,"Key Ingredients: For the cous cous:, Plain couscous, Extra virgin olive oil, Vegetable stock, Herbs (basil, parsley, thyme, cilantro work best), For the ratatouille:, Olive oil (regular not extra virgin), Red onions, Aubergines (cut in to 3 cm cubes), Zucchini (cut in to 3 cm cubes), Garlic cloves, Ground cumin, Sweet paprika, Tomato paste, Salt",
46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,Palak Dal Khichdi ,healthy,"Key Ingredients: Spinach, Onion, Tomato, Rice, Dal, Cumin , Mustard seeds, Coriander powder, Turmeric powder, Salt, Red chilli powder, Curry leaves, Ghee, Green chilli, Ginger garlic paste, Water",
47,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,Kappa (Tapioca) ,healthy,"Key Ingredients: Tapioca (cubed), Water, Salt, Coconut , Cumin seeds, Garlic, Green chilli, Turmeric powder, Salt, Water, For tempering:, Coconut oil/Vegetable oil, Mustard seeds, Onions, Red dry whole chilli, Curry leaves",
48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,Baked Almond Kofta ,healthy,"Key Ingredients: potato (boiled), nutmeg, milk, almonds (crushed), green onions, refined flour, Egg, salt, pepper, eggs, Refined flour (for rolling), Dried breadcrumbs (for rolling)",
49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,Badam Ki Phirni ,healthy,"Key Ingredients: Almonds, Milk, Sugar, Rice, Cardamom powder, Gulabjal",
50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,Almond And Amaranth Ladoo ,healthy,"Key Ingredients: Popped amaranth seeds, Jaggery, Almonds (slivered, unpeeled)",
51,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,Baked Namakpara With Roasted Almond Dip ,healthy,"Key Ingredients: बादाम (क्रशड), टमाटर, लहसुन की कलियां, बैजल की टहनी, नींबू, नमक , कालीमिर्च , मैदा, चीनी, नमक, जैतून का तेल, पानी",
52,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,Beetroot Chutney ,healthy,"Key Ingredients: तेल, सरसों के दाने, सफेद उड़द दाल, हींग, लाल/हरी मिर्च, चुकंदर (उबला हुआ है), इमली का पेस्ट, हरा धनिया, नमक",
53,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,Moong Dal Kiwi Coconut Soup ,healthy,"Key Ingredients: धूली मूंग दाल नमक के साथ उबली हुई, कीवी, नारियल क्रीम, तेल, तेजपत्ता , जीरा, काली मिर्च, लहसुन की कलियां ,, प्याज, हल्दी पाउडर, करी पाउडर, नमक , ताजा हरा धनिया",
54,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,Lauki (aal) Ka Saag ,healthy,"Key Ingredients: लौकी, देसी घी, हरी मिर्च, अदरक, जीरा, कालीमिर्च पाउडर, हल्दी पाउडर, सेंधा नमक, हरा धनिया",
55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,Soya Poha ,healthy,"Key Ingredients: चिड़वा, मटर, बीन्स, क्रम्बल सोया (हर्ब में भीगा हुआ), प्लांट बेस्ट आॅयल, जीरा, सरसों के दाने, कढ़ीपत्ता, अदरक और हरी मिर्च, प्याज, टमाटर, हरा धनिया, नींबू का रस, स्वीट और सॉर सीजनिंग",
56,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,Vegetable Som Tam Salad ,healthy,"Key Ingredients: मूंगफली , गाजर, फ्रेंच बीन्स, चेरी टोमैटो, लहसुन, क्रश मिक्स चिली, सॉम टैम ड्रेसिंग, मूंगफली (क्रशड), मूंगफली ",
57,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,Stuffed Idlis ,healthy,"Key Ingredients: चावल, उड़द दाल (धुली हुई स्टफिंग के लिए), पिस्ता ( हल्के उबले हुए), काजू, हरी और लाल शिमला मिर्च कटी हुई, अचार का मसाला, कसूरी मेथी, गाजर",
58,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,Ragi Dosa ,healthy,"Key Ingredients: रागी आटा, चावल का आटा, खट्टी दही, हरी मिर्च, हरा धनिया, प्याज, नमक, सरसों के दाने, जीरा , कढ़ीपत्ता, तेल",
59,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,Green Lentil Dessert Fudge ,healthy,"Key Ingredients: साबुत हरी मूंग दाल, देसी घी , दूध, गुड़, इलाइची पाउडर, बादाम",
60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,Mixed Berry &amp; Banana Smoothie ,healthy,"Key Ingredients: फिरोजन मिक्स बेरिज़, पका हुआ केला, ताजा संतरे का जूस, लो फैट दही",
61,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,Banana Walnut Smoothie ,healthy,"Key Ingredients: लो फैट दही, केला, अखरोट, सीड्स  (फैक्ससीड्स और चिया सीड्स), शहद",
62,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,Spicy Watermelon Soup ,healthy,"Key Ingredients: तरबूज, अदरक-लहसुन का पेस्ट, पुदीना, चिली फलेक्स, जैतून का तेल (पकाने के लिए)",
63,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Carrot Ginger ,healthy,"Key Ingredients: गाजर, जैतून का तेल, नमक, वेजिटेबल स्टॉक, अदरक का टुकड़ा, थाइम , प्याज, लहसुन की कलियां, कालीमिर्च ",
64,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,Red Rice Poha ,healthy,"Key Ingredients: प्याज, पैपर, बटन मशरूम, जंगली मशरूम, वाइट वाइन, टमाटर, सेज लीफ, रेड पोहा, ट्रफल ऑयल, रोजमेरी",
65,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,Bajra-meethi Missi Roti ,healthy,"Key Ingredients: बाजरे का आटा, गेंहू का आटा, मेथी के पत्ते, लहसुन की कलियां, लो फैट दही, हरी मिर्च , लो फैट पनीर, हरा धनिया, हल्दी पाउडर, लाल मिर्च पाउडर, नमक",
66,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,Kesaria Doodh ,healthy,"Key Ingredients: दूध, चीनी, केसर, हरी इलाइची पाउडर, पिस्ता , बादाम ",
67,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,Chana Chaat ,healthy,"Key Ingredients: चने, ब्राउन मटर, टमाटर, आलू (उबालकर कटा हुआ), हरी (मटर उबली हुई), नमक, प्याज, लाल मिर्च पाउडर, हरी मिर्च, चाट मसाला, लहसुन की कलिया, चिकन स्लाइस (वैकल्पिक), पुदीने की चटनी, अनार , तिल, नींब का रस, इमली एक्सट्रैक्ट, हरी प्याज ",
68,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,Mixed Salad With Lotus Root ,healthy,"Key Ingredients: आइसबर्ग लैटयूस, लोलो रोसो, एंडिव लैट्यूस , लाल पत्तागोभी, लोटस रूट, कददू, यैम बीन्स, छोटी प्याज, अनार , शैलेट तेल, पोमेलो, लेमनग्रास सॉस",
69,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,Sweet Potato And Quinoa Bowl ,healthy,"Key Ingredients: स्वीट पौटेटो क्यूब्स, नारियल, प्याज, क्निोआ (पका हुआ), किशमिश, काजू, कालीमिर्च पाउडर, कैएन, तेजपत्ता, नमक ",
70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,Cold Tomato Juice ,healthy,"Key Ingredients: पके हुए टमाटर (टुकड़ों में कटे हुए), खीरा(छीलकर कटा हुआ), लौंग, दही, पुदीने की टहनी, स्टेविया, सेंधा नमक",
71,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,Corn And Raw Mango Salad ,healthy,"Key Ingredients: भुट्टे के दाने , प्याज, हरी प्याज, लाल शिमला मिर्च, कच्चा आम (टुकड़े), सेलेरी स्टॉक (टुकड़े), चेरी टमाटर, पाइनएप्पल (टुकड़े), पासर्ले, हरा धनिया, बैजल के पत्ते, ब्लैक ऑलिव, नींबू का रस, ऑलिव आॅयल, काला नमक, सफेद मिर्च पाउडर, टाको शेल",
72,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,Sugar Free Modak ,,"Key Ingredients: seedless dates, almonds, cashew nuts, walnuts, raisins, dry coconut, poppy seeds, ghee",snacks
73,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,Beetroot Modak ,,"Key Ingredients: gram flour (besan), semolina (rava/sooji), beetroot colour or two oven cooked beetroot paste , water, Oil (for frying), For sugar syrup:, sugar, water, cardamom powder, lemon juice, cashews (kaju)",snacks
74,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,Ghavan ,,"Key Ingredients: raw rice, salt, Oil (as needed)",snacks
75,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,Andhra Pan Fried Pomfret ,,"Key Ingredients: white pomfret fish, sunflower refined ooil, red chilli powder, salt, turmeric powder, ginger-garlic paste, Lemon (juiced), cumin powder, coriander powder, garam masala, Green chilli, curry leaves, coriander",snacks
76,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,Ghee Roast Chicken Dosa Quesadilla ,,"Key Ingredients: dry red chillies, coriander seeds, cumin seeds, fenugreek seeds, black pepper, clove, garlic, turmeric powder, boneless chicken, curd, lemon (juiced), For cooking chicken:, tamarind pulp, Ginger (1 inch), garlic cloves, onion, tomato, ghee, red chilli powder, salt, crushed jaggery, Dosa batter (for 4 dosas), processed cheese, Ghee or oil (to crisp the dosa), coriander leaves, curry leaves (deep fried), curd, salt, zeera powder, sugar, red chilli powder",snacks
77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,Dragon Fire Wings ,,"Key Ingredients: chicken wings (separated at the joint), vegetable oil, Salt and pepper, barbecue sauce, hung yogurt, asian chilli paste, honey, garlic clove, sesame seeds",snacks
78,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,Steam Bunny Chicken Bao ,,"Key Ingredients: Buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",snacks
79,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,Kanji Vada ,,"Key Ingredients: water, asafoetida, turmeric powder, red chilli powder, yellow mustard, salt, black salt, mustard oil, moong dal, salt, oil for frying",snacks
80,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,Kesari Gujiya ,,"Key Ingredients: maida, semolina, ghee, milk, saffron, ghee, sugar, mawa, dessicated coconut, pistachio, almond, cardamom powder",snacks
81,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,Bhang Peda ,,"Key Ingredients: bhang powder, mawa, sugar, pistachios, ghee",snacks
82,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,Pluck Style Classic Dahi Vada ,,"Key Ingredients: For Dahi Vada:, urad dal (spit and husked black gram lentils), baking soda, Oil for deep frying, asafoetida, salt, For Sev Tenka:, besan, Oil for deep frying, salt, For Garnishing:, yogurt, sugar, tamarind chutney, cumin, red chilli, saffron, salt, A few edible flowers, pea shoot, chilli oil",snacks
83,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,Meat Lovers Pizza ,,"Key Ingredients: millet flour, tapioca flour, soy milk, garlic powder, baking powder, salt, tomato sauce, mozzarella cheese, prosciutto, pepperoni, chicken salami, salami milano, rosemary, olive oil",snacks
84,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,Almond And Chicken Momos (without Shell) ,,"Key Ingredients: chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)",snacks
85,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,Tiranga Lasagna ,,"Key Ingredients: lasagna sheets, fresh spring tomato, spinach, onion, garlic, white sauce, tomato sauce, parmesan or mozzarella cheese, salt and pepper, Oven proof glass bowl 3 inch width-5 inch height",snacks
86,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,Peanut Gajak ,,"Key Ingredients: jaggery (gur), peanuts, ghee",snacks
87,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,Sakkarai Pongal ,,"Key Ingredients: rice, yellow moong dal, milk, jaggery, cashewnuts, raisin, cardamom, ghee, coconut",snacks
88,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,Gulab Badam Chikki ,,"Key Ingredients: butter, sugar, salt, almonds, dry rose petal",snacks
89,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,Ca Cang Kho ,,"Key Ingredients: dice onion, minced garlic, fresh coriander, spring onion, sole fish slice, dark soya sauce, black pepper (crushed), oyster sauce, oil, tempura flour",snacks
90,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,Yera Sukha ,,"Key Ingredients: stone flower, star anise, dry red chilli, onion, tomato, curry leaves, ginger-garlic paste, turmeric powder, red chilli powder, coriander powder, garam masala powder, salt, oil, jumbo prawn, capsicum (red and yellow)",snacks
91,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,Steak Argentino ,,"Key Ingredients: Buffalo tenderloin, salt, black pepper, salted butter, refined oil, garlic, thyme, potato (cubed), rosemary, goat cheese, asparagus, french beans, onion, balsamic vinegar, red wine",snacks
92,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,Christmas Tree Pizza ,,"Key Ingredients: pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, Kosher salt",snacks
93,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,Christmas Cookies ,,"Key Ingredients: butter, castor sugar, eggs, refined flour, soaked fruit, vanilla essence, baking soda",snacks
94,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,Belgian Pork Chop ,,"Key Ingredients: pork chop, pink pepper corn, green pepper corn, aromatic sauce, salt, black pepper, salted butter, refined oil, red cabbage, bell pepper chop, apricot, onion, red wine, ancho chilli, cayenne pepper, microgreen",snacks
95,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,Christmas Chocolate Fudge Cookies ,,"Key Ingredients: unsalted butter, brown sugar, chocolate, chocolate chips, eggs, flour, cocoa powder, baking powder",snacks
96,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,German Stollen Bread ,,"Key Ingredients: flour, lukewarm water, yeast, raisins, cranberries, citrus peel (chopped), nuts, rum, sugar, salt, ground cinnamon, eggs, butter, marzipan, butter (melted and cooled), powder sugar (for dusting)",snacks
97,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,Japanese Curry Arancini With  Barley Salsa ,,"Key Ingredients: japanese curry, sticky rice, cheese inside rice, barley salsa, wasabi mayo, red capsicum cube (cut), yellow capsicum cube (cut), green capsicum cube (cut), green chily, barley, butter, white pepper, light soya, salt",snacks
98,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,Chocolate Nero Cookies ,,"Key Ingredients: almonds, eggs, granulated sugar, bittersweet chocolate, unsalted butter, flour, baking powder, castor sugar, icing sugar",snacks
99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Chicken Parmigiana With Tomato Sauce ,,"Key Ingredients: For chicken parmigiana:, chicken breast, egg whole frozen, flour, planko bread crumbs, fresh italian parsley, vegetable oil, solid butter unsalted, tomato sauce, mozzarella cheese, italian parmesan cheese, thyme, For pepperonata:, red pepper, green pepper, yellow pepper, red onion, fresh tomato, butternut squash, garlic, pure olive oil, vegetable oil, black pepper corn (crushed), salt, parsley, For garnishing:, parsley sprig, spinach",snacks
100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Peshawari Chapli Kebab ,,"Key Ingredients: mutton (with fat), onions, tomatoes (peeled and deseeded), Tomato slices, Black pepper, coriander seeds, salt, cooking oil",snacks
101,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,Chocolate Appo ,,"Key Ingredients: rice, coconut, baking powder, vanilla extract, cinnamon powder, brown sugar, unsweetened cocoa powder, salt, chocolate chips, butter",snacks
